종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"082740","HSD엔진","KOSPI","기계","10600","-100","-0.93","495245207600"
"003560","IHQ","KOSPI","서비스업","1160","-30","-2.52","175599182960"
"175330","JB금융지주","KOSPI","기타금융","9010","160","1.81","1774815874940"
"234080","JW생명과학","KOSPI","의약품","15150","0","0.00","239893493100"
"001060","JW중외제약","KOSPI","의약품","29250","650","2.27","648708869250"
"001067","JW중외제약2우B","KOSPI","의약품","69300","-100","-0.14","7132841100"
"001065","JW중외제약우","KOSPI","의약품","37300","0","0.00","6816015500"
"096760","JW홀딩스","KOSPI","기타금융","4350","-5","-0.11","306434471100"
"105560","KB금융","KOSPI","기타금융","61900","1600","2.65","25524619378600"
"002380","KCC","KOSPI","화학","340000","-5000","-1.45","3021400140000"
"344820","KCC글라스","KOSPI","비금속광물","62500","200","0.32","998157000000"
"009070","KCTC","KOSPI","운수창고업","6500","-80","-1.22","195000000000"
"009440","KC그린홀딩스","KOSPI","기타금융","4365","25","0.58","97928687700"
"119650","KC코트렐","KOSPI","기계","5780","-30","-0.52","101728000000"
"092220","KEC","KOSPI","전기전자","3415","-50","-1.44","494314901515"
"016380","KG스틸","KOSPI","철강금속","23650","-650","-2.67","2365210414050"
"016385","KG스틸우","KOSPI","철강금속","352000","-44500","-11.22","18791520000"
"001390","KG케미칼","KOSPI","화학","45250","-2300","-4.84","627440844000"
"033180","KH 필룩스","KOSPI","전기전자","2330","-65","-2.71","347843209230"
"001940","KISCO홀딩스","KOSPI","철강금속","17950","-250","-1.37","290366021000"
"025000","KPX케미칼","KOSPI","화학","54100","-100","-0.18","261844000000"
"092230","KPX홀딩스","KOSPI","화학","63700","400","0.63","269109950200"
"000040","KR모터스","KOSPI","운수장비","857","-3","-0.35","82389724376"
"044450","KSS해운","KOSPI","운수창고업","11500","50","0.44","265487620000"
"030200","KT","KOSPI","통신업","36200","-150","-0.41","9452247449600"
"033780","KT&G","KOSPI","기타제조업","82000","600","0.74","11257984754000"
"058850","KTcs","KOSPI","서비스업","2490","60","2.47","106285650000"
"058860","KTis","KOSPI","서비스업","2610","15","0.58","90833220000"
"093050","LF","KOSPI","섬유의복","19750","100","0.51","577490000000"
"003550","LG","KOSPI","기타금융","73800","-1300","-1.73","11608813283400"
"034220","LG디스플레이","KOSPI","전기전자","18650","50","0.27","6673262805000"
"051900","LG생활건강","KOSPI","화학","930000","-12000","-1.27","14524923210000"
"051905","LG생활건강우","KOSPI","화학","497000","1000","0.20","1043549409000"
"373220","LG에너지솔루션","KOSPI","전기전자","436500","-500","-0.11","102141000000000"
"003555","LG우","KOSPI","기타금융","61600","100","0.16","186131792000"
"032640","LG유플러스","KOSPI","통신업","14700","50","0.34","6418187006700"
"011070","LG이노텍","KOSPI","전기전자","389500","1500","0.39","9218338176500"
"066570","LG전자","KOSPI","전기전자","123000","-2000","-1.60","20128681122000"
"066575","LG전자우","KOSPI","전기전자","61400","-600","-0.97","1055219908800"
"037560","LG헬로비전","KOSPI","서비스업","6620","-150","-2.22","512698246300"
"051910","LG화학","KOSPI","화학","486000","-17000","-3.38","34307878698000"
"051915","LG화학우","KOSPI","화학","251000","-5000","-1.95","1929888800000"
"079550","LIG넥스원","KOSPI","기계","78600","2200","2.88","1729200000000"
"006260","LS","KOSPI","기타금융","59400","100","0.17","1912680000000"
"010120","LS ELECTRIC","KOSPI","전기전자","47700","0","0.00","1431000000000"
"000680","LS네트웍스","KOSPI","유통업","3790","-80","-2.07","298663430640"
"229640","LS전선아시아","KOSPI","기타금융","8200","0","0.00","251124007800"
"001120","LX인터내셔널","KOSPI","유통업","37900","800","2.16","1469004000000"
"108670","LX하우시스","KOSPI","화학","61500","-300","-0.49","551511705000"
"108675","LX하우시스우","KOSPI","화학","30400","100","0.33","31382832000"
"383800","LX홀딩스","KOSPI","기타금융","10050","0","0.00","766620934500"
"38380K","LX홀딩스1우","KOSPI","기타금융","14900","100","0.68","21832746500"
"023150","MH에탄올","KOSPI","음식료품","11100","-300","-2.63","81901638600"
"035420","NAVER","KOSPI","서비스업","300000","-9500","-3.07","49214725500000"
"181710","NHN","KOSPI","서비스업","35800","-200","-0.56","1343141357000"
"400760","NH올원리츠","KOSPI","서비스업","5490","20","0.37","231678000000"
"005940","NH투자증권","KOSPI","증권","10900","-150","-1.36","3615158538900"
"005945","NH투자증권우","KOSPI","증권","11100","-100","-0.89","209467744800"
"338100","NH프라임리츠","KOSPI","서비스업","5190","10","0.19","96845400000"
"034310","NICE","KOSPI","서비스업","17350","-50","-0.29","657257905000"
"008260","NI스틸","KOSPI","철강금속","5400","-40","-0.74","154440631800"
"004250","NPC","KOSPI","화학","11200","-700","-5.88","411264000000"
"004255","NPC우","KOSPI","화학","7000","1360","24.11","36960000000"
"010060","OCI","KOSPI","화학","101500","-1000","-0.98","2420711156500"
"178920","PI첨단소재","KOSPI","화학","49550","-1950","-3.79","1455101255100"
"005490","POSCO홀딩스","KOSPI","철강금속","295500","-3500","-1.17","25763709742500"
"010950","S-Oil","KOSPI","화학","105500","1000","0.96","11877484556000"
"010955","S-Oil우","KOSPI","화학","61300","500","0.82","246544125100"
"034120","SBS","KOSPI","서비스업","51700","400","0.78","943658489400"
"005090","SGC에너지","KOSPI","전기가스업","55800","300","0.54","818976823200"
"001380","SG글로벌","KOSPI","운수장비","2010","-30","-1.47","90377927430"
"004060","SG세계물산","KOSPI","유통업","749","-4","-0.53","151616295040"
"001770","SHD","KOSPI","철강금속","33150","-1200","-3.49","40273205700"
"002360","SH에너지화학","KOSPI","화학","1045","0","0.00","116134747850"
"009160","SIMPAC","KOSPI","기계","9250","80","0.87","605223023000"
"123700","SJM","KOSPI","운수장비","4630","20","0.43","72250677740"
"025530","SJM홀딩스","KOSPI","유통업","3990","-35","-0.87","59586691920"
"034730","SK","KOSPI","기타금융","265000","0","0.00","19649572185000"
"011790","SKC","KOSPI","화학","152500","-3500","-2.24","5774915445000"
"018670","SK가스","KOSPI","유통업","116000","1000","0.87","1070708304000"
"001740","SK네트웍스","KOSPI","유통업","4885","-5","-0.10","1212396655595"
"001745","SK네트웍스우","KOSPI","유통업","80500","-100","-0.12","9148664000"
"006120","SK디스커버리","KOSPI","기타금융","41300","300","0.73","786263411500"
"006125","SK디스커버리우","KOSPI","기타금융","34300","350","1.03","46595006500"
"210980","SK디앤디","KOSPI","서비스업","29250","0","0.00","649062297000"
"068400","SK렌터카","KOSPI","서비스업","11400","-150","-1.30","539058576000"
"395400","SK리츠","KOSPI","서비스업","6910","30","0.44","1071191876120"
"302440","SK바이오사이언스","KOSPI","의약품","127500","-4500","-3.41","9774858390000"
"326030","SK바이오팜","KOSPI","서비스업","86800","-1100","-1.25","6797590100000"
"402340","SK스퀘어","KOSPI","기타금융","55400","-900","-1.60","7837303433400"
"361610","SK아이이테크놀로지","KOSPI","전기전자","127500","2000","1.59","9090442980000"
"03473K","SK우","KOSPI","기타금융","225000","500","0.22","127380375000"
"096770","SK이노베이션","KOSPI","화학","218000","-1000","-0.46","20157492952000"
"096775","SK이노베이션우","KOSPI","화학","136000","-1000","-0.73","169785936000"
"001510","SK증권","KOSPI","증권","888","-1","-0.11","419660071848"
"001515","SK증권우","KOSPI","증권","3930","-55","-1.38","15376180020"
"285130","SK케미칼","KOSPI","화학","126500","-2500","-1.94","2229028670000"
"28513K","SK케미칼우","KOSPI","화학","65100","-1000","-1.51","137714427900"
"017670","SK텔레콤","KOSPI","통신업","61600","-400","-0.65","13480121670400"
"000660","SK하이닉스","KOSPI","전기전자","110500","-2500","-2.21","80444261332500"
"064960","SNT모티브","KOSPI","운수장비","50200","-400","-0.79","734081427200"
"100840","SNT에너지","KOSPI","기계","18550","-150","-0.80","139249489050"
"003570","SNT중공업","KOSPI","운수장비","8410","40","0.48","279655181770"
"036530","SNT홀딩스","KOSPI","기타금융","18050","100","0.56","294285142300"
"005610","SPC삼립","KOSPI","음식료품","95900","900","0.95","827521963100"
"011810","STX","KOSPI","유통업","4550","-35","-0.76","130227615700"
"077970","STX엔진","KOSPI","기계","15300","-50","-0.33","352036231200"
"071970","STX중공업","KOSPI","기계","5300","10","0.19","150339672800"
"002820","SUN&L","KOSPI","종이목재","5600","10","0.18","70604738400"
"084870","TBH글로벌","KOSPI","섬유의복","2235","15","0.68","46614990465"
"002710","TCC스틸","KOSPI","철강금속","13950","1200","9.41","327825000000"
"069260","TKG휴켐스","KOSPI","화학","22850","-200","-0.87","934075735800"
"002900","TYM","KOSPI","기계","2500","-15","-0.60","379968617500"
"024070","WISCOM","KOSPI","화학","3470","-30","-0.86","53182739860"
"037270","YG PLUS","KOSPI","서비스업","6810","-170","-2.44","431954282100"
"000500","가온전선","KOSPI","전기전자","26900","-200","-0.74","111913334300"
"000860","강남제비스코","KOSPI","화학","25750","-250","-0.96","167375000000"
"035250","강원랜드","KOSPI","서비스업","26800","-400","-1.47","5733605400000"
"011420","갤럭시아에스엠","KOSPI","서비스업","2595","-65","-2.44","71491326180"
"002100","경농","KOSPI","화학","14350","200","1.41","280148951250"
"009450","경동나비엔","KOSPI","전기전자","51700","300","0.58","753196206400"
"267290","경동도시가스","KOSPI","전기가스업","24750","900","3.77","145911298500"
"012320","경동인베스트","KOSPI","기타금융","37300","100","0.27","88215357900"
"000050","경방","KOSPI","유통업","16150","-50","-0.31","442756610500"
"214390","경보제약","KOSPI","의약품","8880","-80","-0.89","212292916800"
"012610","경인양행","KOSPI","화학","7370","160","2.22","306565210050"
"009140","경인전자","KOSPI","전기전자","30450","0","0.00","47830768650"
"013580","계룡건설","KOSPI","건설업","37400","-250","-0.66","334015921800"
"012200","계양전기","KOSPI","기계","3585","0","0.00","116871000000"
"012205","계양전기우","KOSPI","기계","6770","0","0.00","9478000000"
"002140","고려산업","KOSPI","음식료품","5410","1245","29.89","134922289250"
"010130","고려아연","KOSPI","철강금속","621000","-9000","-1.43","11718270000000"
"002240","고려제강","KOSPI","철강금속","22550","-300","-1.31","518650000000"
"009290","광동제약","KOSPI","의약품","7460","-140","-1.84","391059548460"
"017040","광명전기","KOSPI","전기전자","2800","-65","-2.27","121345322000"
"017900","광전자","KOSPI","전기전자","2805","-20","-0.71","162532255215"
"037710","광주신세계","KOSPI","유통업","36750","-200","-0.54","294000000000"
"030610","교보증권","KOSPI","증권","7830","10","0.13","506235307680"
"339770","교촌에프앤비","KOSPI","유통업","16400","-200","-1.20","409713656000"
"007690","국도화학","KOSPI","화학","59400","-1000","-1.66","535230590400"
"005320","국동","KOSPI","유통업","2345","-30","-1.26","129464654760"
"001140","국보","KOSPI","운수창고업","1415","-15","-1.05","98568999050"
"002720","국제약품","KOSPI","의약품","6080","-50","-0.82","122786505920"
"083420","그린케미칼","KOSPI","화학","10100","-150","-1.46","242400000000"
"014530","극동유화","KOSPI","화학","4375","90","2.10","152553712500"
"014280","금강공업","KOSPI","철강금속","10450","150","1.46","306491780650"
"014285","금강공업우","KOSPI","철강금속","16050","-350","-2.13","9467493750"
"008870","금비","KOSPI","비금속광물","70100","-200","-0.28","70100000000"
"001570","금양","KOSPI","화학","4675","15","0.32","232397008250"
"002990","금호건설","KOSPI","건설업","10350","0","0.00","379161113400"
"002995","금호건설우","KOSPI","건설업","32400","400","1.25","9469418400"
"011780","금호석유","KOSPI","화학","152500","0","0.00","4620116210000"
"011785","금호석유우","KOSPI","화학","96700","-200","-0.21","292371096200"
"214330","금호에이치티","KOSPI","운수장비","1590","5","0.32","312578142930"
"001210","금호전기","KOSPI","전기전자","2225","-10","-0.45","46415767275"
"073240","금호타이어","KOSPI","화학","4165","-70","-1.65","1196439095355"
"092440","기신정기","KOSPI","기계","4530","0","0.00","132276000000"
"000270","기아","KOSPI","운수장비","79800","-100","-0.13","32347995090600"
"024110","기업은행","KOSPI","은행","11600","150","1.31","8633886809200"
"013700","까뮤이앤씨","KOSPI","건설업","2415","-25","-1.02","109042756200"
"004540","깨끗한나라","KOSPI","종이목재","4855","185","3.96","180803564515"
"004545","깨끗한나라우","KOSPI","종이목재","25700","750","3.01","9410312000"
"001260","남광토건","KOSPI","건설업","13400","-300","-2.19","131708787600"
"008350","남선알미늄","KOSPI","철강금속","3240","85","2.69","356980251600"
"008355","남선알미우","KOSPI","철강금속","36200","1800","5.23","11145618000"
"004270","남성","KOSPI","유통업","3000","-45","-1.48","108636480000"
"003920","남양유업","KOSPI","음식료품","417500","3500","0.85","300600000000"
"003925","남양유업우","KOSPI","음식료품","219500","4500","2.09","36582309000"
"025860","남해화학","KOSPI","화학","14950","-600","-3.86","742698702850"
"005720","넥센","KOSPI","화학","4535","-30","-0.66","242821935695"
"005725","넥센우","KOSPI","화학","3730","0","0.00","13430238000"
"002350","넥센타이어","KOSPI","화학","6890","-100","-1.43","672931672530"
"002355","넥센타이어1우B","KOSPI","화학","3425","-100","-2.84","22262500000"
"251270","넷마블","KOSPI","서비스업","99900","-2100","-2.06","8586754849800"
"090350","노루페인트","KOSPI","화학","11800","-200","-1.67","236000000000"
"090355","노루페인트우","KOSPI","화학","21150","-50","-0.24","9795114900"
"000320","노루홀딩스","KOSPI","기타금융","12650","-250","-1.94","168133060150"
"000325","노루홀딩스우","KOSPI","기타금융","38200","-450","-1.16","7076550000"
"006280","녹십자","KOSPI","의약품","184000","-5000","-2.65","2150322992000"
"005250","녹십자홀딩스","KOSPI","서비스업","22000","-450","-2.00","1034620620000"
"005257","녹십자홀딩스2우","KOSPI","서비스업","43950","-800","-1.79","37181260500"
"004370","농심","KOSPI","음식료품","314500","-4000","-1.26","1912990909000"
"072710","농심홀딩스","KOSPI","기타금융","75300","300","0.40","349225587000"
"058730","다스코","KOSPI","기계","4825","-15","-0.31","81429406825"
"030210","다올투자증권","KOSPI","증권","4840","-80","-1.63","291920205280"
"023590","다우기술","KOSPI","서비스업","21300","-400","-1.84","955658942100"
"145210","다이나믹디자인","KOSPI","기계","238","0","0.00","37672840548"
"019680","대교","KOSPI","서비스업","4005","-30","-0.74","339234914250"
"019685","대교우B","KOSPI","서비스업","2785","-15","-0.54","54104167150"
"006370","대구백화점","KOSPI","유통업","10800","0","0.00","116873398800"
"008060","대덕","KOSPI","기타금융","8110","30","0.37","274849116500"
"00806K","대덕1우","KOSPI","기타금융","11500","50","0.44","13942105500"
"353200","대덕전자","KOSPI","전기전자","31150","450","1.47","1539337213750"
"35320K","대덕전자1우","KOSPI","전기전자","15750","-50","-0.32","33004424250"
"000490","대동","KOSPI","기계","15700","0","0.00","372532897000"
"008110","대동전자","KOSPI","전기전자","8510","-180","-2.07","89273703970"
"005750","대림B&Co","KOSPI","비금속광물","7880","-70","-0.88","131377251200"
"006570","대림통상","KOSPI","기계","4155","-220","-5.03","63259875000"
"001680","대상","KOSPI","음식료품","26050","950","3.78","902581051250"
"001685","대상우","KOSPI","음식료품","20000","600","3.09","27404460000"
"084690","대상홀딩스","KOSPI","기타금융","10700","450","4.39","387474156600"
"084695","대상홀딩스우","KOSPI","기타금융","15700","-450","-2.79","14341667400"
"128820","대성산업","KOSPI","유통업","5040","20","0.40","227986809120"
"117580","대성에너지","KOSPI","전기가스업","11150","50","0.45","306625000000"
"016710","대성홀딩스","KOSPI","서비스업","59700","900","1.53","960540702300"
"003540","대신증권","KOSPI","증권","18300","100","0.55","929153220000"
"003547","대신증권2우B","KOSPI","증권","15300","-50","-0.33","153000000000"
"003545","대신증권우","KOSPI","증권","15650","0","0.00","406900000000"
"009190","대양금속","KOSPI","철강금속","4755","-50","-1.04","153846902820"
"014160","대영포장","KOSPI","종이목재","2360","10","0.43","255811135640"
"047040","대우건설","KOSPI","건설업","6560","40","0.61","2726484505280"
"009320","대우부품","KOSPI","운수장비","2240","-30","-1.32","106727880000"
"042660","대우조선해양","KOSPI","운수장비","26150","-600","-2.24","2805650994350"
"003090","대웅","KOSPI","기타금융","29900","-950","-3.08","1738445202000"
"069620","대웅제약","KOSPI","의약품","173500","-1000","-0.57","2010270762500"
"000430","대원강업","KOSPI","운수장비","3415","-20","-0.58","211730000000"
"006340","대원전선","KOSPI","전기전자","2075","5","0.24","147360206525"
"006345","대원전선우","KOSPI","전기전자","3200","25","0.79","8387840000"
"003220","대원제약","KOSPI","의약품","18750","-400","-2.09","409553175000"
"024890","대원화성","KOSPI","화학","3010","-60","-1.95","124159947520"
"002880","대유에이텍","KOSPI","운수장비","1245","-5","-0.40","143292171930"
"000300","대유플러스","KOSPI","전기전자","1290","40","3.20","156088418460"
"012800","대창","KOSPI","철강금속","2145","20","0.94","195496370355"
"015230","대창단조","KOSPI","운수장비","4750","-115","-2.36","135718092500"
"001070","대한방직","KOSPI","섬유의복","50400","0","0.00","267120000000"
"006650","대한유화","KOSPI","화학","159000","-3000","-1.85","1033500000000"
"001440","대한전선","KOSPI","전기전자","1850","55","3.06","2302275066650"
"084010","대한제강","KOSPI","철강금속","22000","-350","-1.57","542228148000"
"001790","대한제당","KOSPI","음식료품","4200","-75","-1.75","376725636000"
"001795","대한제당우","KOSPI","음식료품","5440","-210","-3.72","35266214400"
"001130","대한제분","KOSPI","음식료품","194000","9000","4.86","327860000000"
"003490","대한항공","KOSPI","운수창고업","31300","-500","-1.57","10886791822500"
"003495","대한항공우","KOSPI","운수창고업","38450","-550","-1.41","42710029300"
"005880","대한해운","KOSPI","운수창고업","2730","-75","-2.67","871354465800"
"003830","대한화섬","KOSPI","화학","129500","0","0.00","171976000000"
"016090","대현","KOSPI","섬유의복","2825","15","0.53","125097525750"
"069460","대호에이엘","KOSPI","철강금속","3195","-5","-0.16","166151243205"
"192080","더블유게임즈","KOSPI","서비스업","50700","-800","-1.55","931587251400"
"012510","더존비즈온","KOSPI","서비스업","41900","-300","-0.71","1273038649600"
"004830","덕성","KOSPI","화학","8490","-210","-2.41","133123200000"
"004835","덕성우","KOSPI","화학","11350","-350","-2.99","15799200000"
"024900","덕양산업","KOSPI","운수장비","3335","90","2.77","108604208300"
"145720","덴티움","KOSPI","의료정밀","75300","0","0.00","833482899000"
"002150","도화엔지니어링","KOSPI","서비스업","7890","-50","-0.63","266050800000"
"001230","동국제강","KOSPI","철강금속","19950","750","3.91","1903883103150"
"023450","동남합성","KOSPI","화학","61500","100","0.16","222015000000"
"004140","동방","KOSPI","운수창고업","3660","-75","-2.01","175576663560"
"007590","동방아그로","KOSPI","화학","8170","-10","-0.12","111255604090"
"005960","동부건설","KOSPI","건설업","13250","-100","-0.75","303066932000"
"005965","동부건설우","KOSPI","건설업","32550","850","2.68","7347576600"
"026960","동서","KOSPI","유통업","27600","0","0.00","2751720000000"
"002210","동성제약","KOSPI","의약품","8510","-200","-2.30","222119254700"
"102260","동성케미컬","KOSPI","서비스업","4945","-5","-0.10","245715704960"
"000640","동아쏘시오홀딩스","KOSPI","기타금융","110500","-500","-0.45","701554886500"
"170900","동아에스티","KOSPI","의약품","69600","-300","-0.43","587873128800"
"028100","동아지질","KOSPI","건설업","19300","0","0.00","271216067800"
"282690","동아타이어","KOSPI","화학","12950","0","0.00","177842544250"
"001520","동양","KOSPI","비금속광물","1555","5","0.32","371153717965"
"001527","동양2우B","KOSPI","비금속광물","17300","-100","-0.57","5338243700"
"001529","동양3우B","KOSPI","비금속광물","38300","-300","-0.78","3436352600"
"084670","동양고속","KOSPI","운수창고업","20050","-150","-0.74","58056158450"
"082640","동양생명","KOSPI","보험","6890","-30","-0.43","1111760650650"
"001525","동양우","KOSPI","비금속광물","8320","0","0.00","5139521920"
"008970","동양철관","KOSPI","철강금속","1370","0","0.00","162872847300"
"092780","동양피스톤","KOSPI","운수장비","6620","-60","-0.90","87175205200"
"049770","동원F&B","KOSPI","음식료품","183000","-2000","-1.08","706219692000"
"018500","동원금속","KOSPI","운수장비","934","-11","-1.16","43669107422"
"006040","동원산업","KOSPI","농업, 임업 및 어업","248500","500","0.20","913893788500"
"030720","동원수산","KOSPI","농업, 임업 및 어업","14150","-850","-5.67","65851340750"
"014820","동원시스템즈","KOSPI","화학","60100","-300","-0.50","1754223501100"
"014825","동원시스템즈우","KOSPI","화학","37700","200","0.53","10003996600"
"163560","동일고무벨트","KOSPI","화학","7660","230","3.10","106474000000"
"004890","동일산업","KOSPI","철강금속","175000","-1000","-0.57","424412625000"
"002690","동일제강","KOSPI","철강금속","3465","-90","-2.53","70340747400"
"000020","동화약품","KOSPI","의약품","12900","-50","-0.39","360315963000"
"000150","두산","KOSPI","서비스업","95500","-2500","-2.55","1578026242500"
"000157","두산2우B","KOSPI","서비스업","124000","-7000","-5.34","110736712000"
"241560","두산밥캣","KOSPI","기계","42300","450","1.08","4240539721800"
"034020","두산에너빌리티","KOSPI","기계","21150","-600","-2.76","13368311336700"
"000155","두산우","KOSPI","서비스업","80500","-700","-0.86","321715191000"
"336260","두산퓨얼셀","KOSPI","전기전자","36500","-1150","-3.05","2390520999000"
"33626K","두산퓨얼셀1우","KOSPI","전기전자","12300","-400","-3.15","164379660000"
"33626L","두산퓨얼셀2우B","KOSPI","전기전자","16550","-200","-1.19","49423265000"
"016740","두올","KOSPI","운수장비","3815","-80","-2.05","126149384200"
"192650","드림텍","KOSPI","전기전자","10700","-150","-1.38","718754845000"
"024090","디씨엠","KOSPI","철강금속","32000","300","0.95","374400000000"
"003160","디아이","KOSPI","의료정밀","8760","260","3.06","275911836600"
"092200","디아이씨","KOSPI","운수장비","5630","40","0.72","218942643470"
"377190","디앤디플랫폼리츠","KOSPI","서비스업","5410","0","0.00","348404000000"
"013570","디와이","KOSPI","기타금융","9320","-300","-3.12","245298979560"
"210540","디와이파워","KOSPI","기계","14700","-250","-1.67","162313107600"
"007340","디티알오토모티브","KOSPI","전기전자","80100","500","0.63","800519800500"
"115390","락앤락","KOSPI","화학","10650","-100","-0.93","549011909100"
"032350","롯데관광개발","KOSPI","서비스업","17000","-100","-0.58","1223314288000"
"089860","롯데렌탈","KOSPI","서비스업","45550","-350","-0.76","1668681569650"
"330590","롯데리츠","KOSPI","서비스업","5990","70","1.18","1455383615160"
"000400","롯데손해보험","KOSPI","보험","2300","80","3.60","713773536000"
"023530","롯데쇼핑","KOSPI","유통업","97800","-500","-0.51","2766640239000"
"004000","롯데정밀화학","KOSPI","화학","84000","-200","-0.24","2167200000000"
"286940","롯데정보통신","KOSPI","서비스업","37800","-800","-2.07","581981311800"
"280360","롯데제과","KOSPI","음식료품","127500","-1000","-0.78","818131417500"
"004990","롯데지주","KOSPI","기타금융","34000","-100","-0.29","3566914058000"
"00499K","롯데지주우","KOSPI","기타금융","51700","1000","1.97","51060109100"
"005300","롯데칠성","KOSPI","음식료품","194000","5000","2.65","1800103496000"
"005305","롯데칠성우","KOSPI","음식료품","83700","400","0.48","64893447000"
"011170","롯데케미칼","KOSPI","화학","195500","-1000","-0.51","6700844414500"
"002270","롯데푸드","KOSPI","음식료품","348500","-2500","-0.71","421355667500"
"071840","롯데하이마트","KOSPI","유통업","24000","-300","-1.23","566585088000"
"027740","마니커","KOSPI","음식료품","1960","5","0.26","124482006880"
"204320","만도","KOSPI","운수장비","54500","-1300","-2.33","2559163040000"
"001080","만호제강","KOSPI","철강금속","27200","-400","-1.45","112880000000"
"088980","맥쿼리인프라","KOSPI","기타금융","13850","0","0.00","5607110825950"
"094800","맵스리얼티1","KOSPI","기타금융","4990","5","0.10","463243311690"
"138040","메리츠금융지주","KOSPI","기타금융","38000","-600","-1.55","4979949172000"
"008560","메리츠증권","KOSPI","증권","6620","-100","-1.49","4367813632980"
"000060","메리츠화재","KOSPI","보험","45200","-700","-1.53","5452250000000"
"090370","메타랩스","KOSPI","섬유의복","870","-8","-0.91","64835399760"
"017180","명문제약","KOSPI","의약품","3865","-60","-1.53","131230099710"
"009900","명신산업","KOSPI","운수장비","22450","-250","-1.10","1177954485850"
"012690","모나리자","KOSPI","종이목재","4065","-10","-0.25","148662151575"
"005360","모나미","KOSPI","유통업","4980","35","0.71","94108588860"
"204210","모두투어리츠","KOSPI","서비스업","5300","20","0.38","41482119500"
